system size,filling range,absolute error,relative error
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",0.0,0.0
2,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",0.0,0.0
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",0.0,0.0
2,"[1.0, 1.0]",1.1102230246251565e-16,1.1102230246251565e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
2,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",1.1102230246251565e-16,1.1102230246251565e-16
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",0.0,0.0
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
3,"[1.0, 1.0]",0.0,0.0
3,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
4,"[1.0, 1.0]",0.0,0.0
4,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
4,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
4,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
4,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
4,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
4,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
4,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
4,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
5,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
5,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
5,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
5,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
5,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
5,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
5,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
5,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
5,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
6,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
6,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
6,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
6,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
6,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
6,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
7,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
7,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
7,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
7,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
7,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
7,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
8,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
8,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
8,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
8,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
8,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
8,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
9,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
9,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
9,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
10,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
10,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
10,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
10,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
10,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
10,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
11,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
11,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
11,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
12,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
12,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
12,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
13,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
13,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
13,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
14,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
14,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
14,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
15,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
15,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
15,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
16,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
16,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
16,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
17,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
17,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
17,"[1.0, 1.0]",6.661338147750939e-16,6.661338147750939e-16
19,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
19,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
19,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
20,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
20,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
20,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
22,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
22,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
22,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
23,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
23,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
23,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
25,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
25,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
25,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
27,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
27,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
27,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
29,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
29,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
29,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
31,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
31,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
31,"[1.0, 1.0]",2.220446049250313e-16,2.220446049250313e-16
33,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
33,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
33,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
36,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
36,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
36,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
39,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
39,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
39,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
41,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
41,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
41,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
44,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
44,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
44,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
48,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
48,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
48,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
51,"[1.0, 1.0]",3.3306690738754696e-16,3.3306690738754696e-16
51,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
51,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
55,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
55,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
55,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
59,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
59,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
59,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
64,"[1.0, 1.0]",5.551115123125783e-16,5.551115123125783e-16
64,"[1.0, 1.0]",6.661338147750939e-16,6.661338147750939e-16
64,"[1.0, 1.0]",4.440892098500626e-16,4.440892098500626e-16
2,"[1.0, 10.0]",2.6645352591003757e-15,4.885176036970751e-16
2,"[1.0, 10.0]",8.881784197001252e-16,2.1169010464639613e-16
2,"[1.0, 10.0]",0.0,0.0
2,"[1.0, 10.0]",1.7763568394002505e-15,6.60410359276498e-16
2,"[1.0, 10.0]",3.552713678800501e-15,1.544749759446266e-15
2,"[1.0, 10.0]",8.881784197001252e-16,1.8843589224768088e-16
2,"[1.0, 10.0]",1.7763568394002505e-15,2.1554815403847182e-16
2,"[1.0, 10.0]",8.881784197001252e-16,1.541185413537213e-16
2,"[1.0, 10.0]",0.0,0.0
2,"[1.0, 10.0]",8.881784197001252e-16,2.5404504755936243e-16
2,"[1.0, 10.0]",1.7763568394002505e-15,2.932352539331079e-16
2,"[1.0, 10.0]",2.6645352591003757e-15,3.8837742303062283e-16
2,"[1.0, 10.0]",5.329070518200751e-15,1.7384755020786858e-15
2,"[1.0, 10.0]",8.881784197001252e-16,1.4180828733475146e-16
2,"[1.0, 10.0]",8.881784197001252e-16,2.5084364863864137e-16
2,"[1.0, 10.0]",5.329070518200751e-15,2.861672996812868e-15
2,"[1.0, 10.0]",8.881784197001252e-16,4.1604512744844485e-16
2,"[1.0, 10.0]",4.440892098500626e-16,4.044471279940942e-16
3,"[1.0, 10.0]",1.7763568394002505e-15,2.6698496242816124e-16
3,"[1.0, 10.0]",2.6645352591003757e-15,7.68228894795296e-16
3,"[1.0, 10.0]",1.7763568394002505e-15,1.8855516292889565e-16
3,"[1.0, 10.0]",2.6645352591003757e-15,6.376650538310731e-16
3,"[1.0, 10.0]",1.7763568394002505e-15,8.695613121201695e-16
3,"[1.0, 10.0]",1.7763568394002505e-15,8.09898497479141e-16
3,"[1.0, 10.0]",3.552713678800501e-15,4.258504261231064e-16
3,"[1.0, 10.0]",8.881784197001252e-16,2.676370019960079e-16
3,"[1.0, 10.0]",5.329070518200751e-15,2.7714773466136772e-15
3,"[1.0, 10.0]",8.881784197001252e-16,1.4808693338793174e-16
3,"[1.0, 10.0]",1.3322676295501878e-15,4.458134800110276e-16
3,"[1.0, 10.0]",8.881784197001252e-16,2.1284497065841269e-16
4,"[1.0, 10.0]",4.440892098500626e-16,1.2046648779512211e-16
4,"[1.0, 10.0]",1.7763568394002505e-15,1.9497517164806015e-16
4,"[1.0, 10.0]",1.1102230246251565e-15,6.636600613089016e-16
4,"[1.0, 10.0]",2.6645352591003757e-15,3.527300522203783e-16
4,"[1.0, 10.0]",8.881784197001252e-16,3.971549830595279e-16
4,"[1.0, 10.0]",4.440892098500626e-15,1.1278845990597238e-15
4,"[1.0, 10.0]",2.6645352591003757e-15,3.6645544125308324e-16
4,"[1.0, 10.0]",1.3322676295501878e-15,4.728343013946476e-16
4,"[1.0, 10.0]",1.7763568394002505e-15,6.291003136000268e-16
5,"[1.0, 10.0]",3.552713678800501e-15,7.787096962137748e-16
5,"[1.0, 10.0]",1.7763568394002505e-15,3.650924876375013e-16
5,"[1.0, 10.0]",1.1102230246251565e-15,7.145639566275782e-16
5,"[1.0, 10.0]",4.440892098500626e-15,1.164163005465944e-15
5,"[1.0, 10.0]",1.7763568394002505e-15,5.365499738713765e-16
5,"[1.0, 10.0]",1.7763568394002505e-15,1.0670099667981023e-15
5,"[1.0, 10.0]",3.552713678800501e-15,1.7456020537943642e-15
5,"[1.0, 10.0]",1.3322676295501878e-15,3.4937264636987546e-16
5,"[1.0, 10.0]",8.881784197001252e-16,1.538363923520496e-16
6,"[1.0, 10.0]",1.7763568394002505e-15,1.8005444422213402e-16
6,"[1.0, 10.0]",8.881784197001252e-16,3.2454957541573073e-16
6,"[1.0, 10.0]",1.7763568394002505e-15,4.2200715942264483e-16
6,"[1.0, 10.0]",5.329070518200751e-15,5.927165388507102e-16
6,"[1.0, 10.0]",2.6645352591003757e-15,6.101086913252794e-16
6,"[1.0, 10.0]",1.7763568394002505e-15,3.9916582405851443e-16
7,"[1.0, 10.0]",2.6645352591003757e-15,5.863391514644153e-16
7,"[1.0, 10.0]",2.6645352591003757e-15,2.0179351404464277e-15
7,"[1.0, 10.0]",2.6645352591003757e-15,3.9498494674815e-16
7,"[1.0, 10.0]",3.552713678800501e-15,1.0460014402856021e-15
7,"[1.0, 10.0]",2.220446049250313e-15,1.0621128405080942e-15
7,"[1.0, 10.0]",2.6645352591003757e-15,4.264065338561543e-16
8,"[1.0, 10.0]",3.552713678800501e-15,8.480626312140908e-16
8,"[1.0, 10.0]",3.1086244689504383e-15,1.2666281664225337e-15
8,"[1.0, 10.0]",2.6645352591003757e-15,4.403501443153728e-16
8,"[1.0, 10.0]",3.552713678800501e-15,4.239449583602025e-16
8,"[1.0, 10.0]",3.552713678800501e-15,1.3200868109912445e-15
8,"[1.0, 10.0]",3.552713678800501e-15,1.4821041079029618e-15
9,"[1.0, 10.0]",3.552713678800501e-15,3.6389181428381493e-16
9,"[1.0, 10.0]",5.329070518200751e-15,5.736755771097229e-16
9,"[1.0, 10.0]",3.552713678800501e-15,7.653322133018012e-16
10,"[1.0, 10.0]",1.1102230246251565e-15,7.545380071871466e-16
10,"[1.0, 10.0]",3.552713678800501e-15,6.095477359456174e-16
10,"[1.0, 10.0]",2.6645352591003757e-15,8.306820862965664e-16
10,"[1.0, 10.0]",2.6645352591003757e-15,4.814921435971134e-16
10,"[1.0, 10.0]",3.552713678800501e-15,5.865794896083202e-16
10,"[1.0, 10.0]",1.7763568394002505e-15,8.691848407831346e-16
11,"[1.0, 10.0]",4.440892098500626e-15,7.560655474884235e-16
11,"[1.0, 10.0]",1.7763568394002505e-15,4.580209833347924e-16
11,"[1.0, 10.0]",3.552713678800501e-15,1.4803561276754454e-15
12,"[1.0, 10.0]",1.7763568394002505e-15,7.794617348970247e-16
12,"[1.0, 10.0]",1.7763568394002505e-15,4.3452862379034943e-16
12,"[1.0, 10.0]",3.552713678800501e-15,9.028585314795651e-16
13,"[1.0, 10.0]",4.440892098500626e-15,1.2456726556219603e-15
13,"[1.0, 10.0]",2.6645352591003757e-15,6.607537331652178e-16
13,"[1.0, 10.0]",5.329070518200751e-15,1.0499073445732507e-15
14,"[1.0, 10.0]",3.552713678800501e-15,1.4809925041157305e-15
14,"[1.0, 10.0]",3.552713678800501e-15,5.46279534405869e-16
14,"[1.0, 10.0]",4.440892098500626e-15,6.314296602555221e-16
15,"[1.0, 10.0]",3.552713678800501e-15,7.089604028336414e-16
15,"[1.0, 10.0]",3.552713678800501e-15,1.824873647487494e-15
15,"[1.0, 10.0]",1.7763568394002505e-15,5.329968687855431e-16
16,"[1.0, 10.0]",2.6645352591003757e-15,5.834631304290536e-16
16,"[1.0, 10.0]",3.552713678800501e-15,7.046976614464396e-16
16,"[1.0, 10.0]",4.440892098500626e-15,8.677191313910678e-16
17,"[1.0, 10.0]",4.440892098500626e-15,8.900457002423954e-16
17,"[1.0, 10.0]",3.552713678800501e-15,2.142607647096175e-15
17,"[1.0, 10.0]",5.329070518200751e-15,7.293633874463024e-16
19,"[1.0, 10.0]",3.552713678800501e-15,8.280344363669855e-16
19,"[1.0, 10.0]",4.440892098500626e-15,7.475361427654353e-16
19,"[1.0, 10.0]",5.329070518200751e-15,1.836222595858674e-15
20,"[1.0, 10.0]",3.552713678800501e-15,5.087694824686343e-16
20,"[1.0, 10.0]",3.552713678800501e-15,7.552110787511666e-16
20,"[1.0, 10.0]",5.329070518200751e-15,1.1828952529362748e-15
22,"[1.0, 10.0]",3.552713678800501e-15,1.1384022407934204e-15
22,"[1.0, 10.0]",4.440892098500626e-15,1.2398829779766726e-15
22,"[1.0, 10.0]",3.552713678800501e-15,1.554915637837267e-15
23,"[1.0, 10.0]",3.552713678800501e-15,6.089442428760367e-16
23,"[1.0, 10.0]",3.552713678800501e-15,7.632045066946499e-16
23,"[1.0, 10.0]",4.440892098500626e-15,8.826625276619066e-16
25,"[1.0, 10.0]",1.7763568394002505e-15,1.1365376709041282e-15
25,"[1.0, 10.0]",3.552713678800501e-15,1.037636795572566e-15
25,"[1.0, 10.0]",1.7763568394002505e-15,1.2127500830743827e-15
27,"[1.0, 10.0]",6.217248937900877e-15,1.3385106101098562e-15
27,"[1.0, 10.0]",4.440892098500626e-15,6.629455836559738e-16
27,"[1.0, 10.0]",5.329070518200751e-15,1.0427119488312053e-15
29,"[1.0, 10.0]",6.217248937900877e-15,1.193406474274531e-15
29,"[1.0, 10.0]",5.329070518200751e-15,9.387544228822513e-16
29,"[1.0, 10.0]",4.440892098500626e-15,1.1819063591526577e-15
31,"[1.0, 10.0]",5.329070518200751e-15,6.883875754827751e-16
31,"[1.0, 10.0]",5.329070518200751e-15,6.725247590454545e-16
31,"[1.0, 10.0]",3.1086244689504383e-15,1.0338668889248817e-15
33,"[1.0, 10.0]",3.552713678800501e-15,1.242313075618218e-15
33,"[1.0, 10.0]",3.552713678800501e-15,1.1407926330026867e-15
33,"[1.0, 10.0]",3.552713678800501e-15,8.136857888116846e-16
36,"[1.0, 10.0]",2.6645352591003757e-15,1.5768223965091258e-15
36,"[1.0, 10.0]",5.329070518200751e-15,1.7531341945751023e-15
36,"[1.0, 10.0]",5.329070518200751e-15,1.3558096862769576e-15
39,"[1.0, 10.0]",5.329070518200751e-15,1.0437264221287914e-15
39,"[1.0, 10.0]",3.552713678800501e-15,1.1623257316972337e-15
39,"[1.0, 10.0]",3.552713678800501e-15,1.133233603485661e-15
41,"[1.0, 10.0]",5.329070518200751e-15,9.319376150011667e-16
41,"[1.0, 10.0]",7.105427357601002e-15,1.4388723155820413e-15
41,"[1.0, 10.0]",3.552713678800501e-15,8.722645057486774e-16
44,"[1.0, 10.0]",3.9968028886505635e-15,1.140848579033136e-15
44,"[1.0, 10.0]",3.552713678800501e-15,1.1859876582560691e-15
44,"[1.0, 10.0]",4.440892098500626e-15,1.486668966547645e-15
48,"[1.0, 10.0]",3.552713678800501e-15,6.848729244399682e-16
48,"[1.0, 10.0]",5.329070518200751e-15,3.8253475729050996e-15
48,"[1.0, 10.0]",5.329070518200751e-15,1.955923619850209e-15
51,"[1.0, 10.0]",5.329070518200751e-15,1.2833582161823989e-15
51,"[1.0, 10.0]",4.440892098500626e-15,1.350825183712744e-15
51,"[1.0, 10.0]",5.329070518200751e-15,1.3431912874699992e-15
55,"[1.0, 10.0]",3.552713678800501e-15,1.6182787709560037e-15
55,"[1.0, 10.0]",4.440892098500626e-15,1.121333009121064e-15
55,"[1.0, 10.0]",3.552713678800501e-15,1.835607539819632e-15
59,"[1.0, 10.0]",5.329070518200751e-15,1.810943415292249e-15
59,"[1.0, 10.0]",3.552713678800501e-15,9.575760977419549e-16
59,"[1.0, 10.0]",5.329070518200751e-15,1.5282026032983193e-15
64,"[1.0, 10.0]",3.552713678800501e-15,1.0721883833622868e-15
64,"[1.0, 10.0]",3.552713678800501e-15,8.740899677045087e-16
64,"[1.0, 10.0]",5.329070518200751e-15,7.9806337638943075e-16
2,"[1.0, 100.0]",4.263256414560601e-14,1.2392516288293439e-15
2,"[1.0, 100.0]",1.4210854715202004e-14,3.8639388505303156e-16
2,"[1.0, 100.0]",2.1316282072803006e-14,3.493842947786657e-16
2,"[1.0, 100.0]",1.4210854715202004e-14,1.7832942928109477e-16
2,"[1.0, 100.0]",3.552713678800501e-15,1.5397445577186295e-16
2,"[1.0, 100.0]",2.842170943040401e-14,6.182186733503072e-16
